,Time,Rad Flow,Fpv Close,Fpv Open,High,Bypass,BpvClose,BpvOpen,Class,Outlier
8996,37,0,92,0,18,-10,55,74,20,0
8997,37,0,86,-3,36,0,49,50,0,0
8998,44,-4,92,-2,44,0,48,48,0,0
8999,41,0,79,-2,38,-26,38,40,2,0
9000,48,2,77,0,46,0,29,30,2,0
9001,44,0,89,0,42,-12,45,48,2,0
9002,37,0,75,-2,20,0,38,54,16,0
9003,37,0,76,0,20,-30,40,55,16,0
9004,45,0,76,0,44,0,30,32,2,0
9005,43,-2,86,-1,44,19,42,42,0,0
9006,49,-3,106,0,50,0,57,57,0,0
9007,37,0,81,0,20,-9,44,60,16,0
9008,51,4,87,-1,52,16,36,35,0,0
9009,37,0,78,0,10,18,41,68,26,0
9010,56,0,86,0,56,3,30,29,0,0
9011,37,0,80,-1,34,6,43,46,4,0
9012,37,4,77,0,36,0,40,41,2,0
9013,37,0,82,0,26,8,45,56,12,0
9014,41,3,78,0,42,-6,37,37,0,0
9015,37,0,77,0,18,3,40,59,18,0
9016,37,-1,76,0,36,-11,39,40,2,0
9017,41,0,85,0,42,2,44,44,0,0
9018,48,4,83,0,46,0,35,36,2,0
9019,56,5,84,0,54,-6,28,30,2,0
9020,46,0,76,0,44,-26,30,32,2,0
9021,46,3,77,0,46,7,31,31,0,0
9022,40,0,80,-1,38,7,40,41,2,0
9023,53,0,79,0,54,3,25,24,0,0
9024,37,0,81,0,26,21,44,55,10,0
9025,59,0,87,0,56,-8,28,30,2,0
9026,44,-3,77,0,44,0,33,33,0,0
9027,37,-1,106,0,34,0,68,72,4,0
9028,40,0,86,-4,38,0,45,47,2,0
9029,42,0,96,-3,42,0,54,55,0,0
9030,49,0,84,-1,50,0,35,35,0,0
9031,37,1,76,0,36,-8,39,40,2,0
9032,48,-2,83,0,46,-6,35,37,2,0
9033,55,-4,91,0,54,0,36,37,0,0
9034,41,0,77,0,42,26,37,36,0,0
9035,47,0,88,-5,46,0,41,41,0,0
9036,37,0,80,0,12,-11,43,67,24,0
9037,50,2,81,-1,50,0,31,32,0,0
9038,41,0,84,0,42,18,43,43,0,0
9039,51,0,84,1,52,0,33,33,0,0
9040,45,-1,86,0,46,27,41,39,0,0
9041,37,0,76,0,28,28,39,47,8,0
9042,46,4,86,0,46,0,40,40,0,0
9043,49,1,84,0,50,6,35,35,0,0
9044,42,0,86,-1,42,-2,44,45,2,0
9045,56,0,81,0,54,-22,25,27,2,0
9046,37,0,104,2,18,0,67,86,18,0
9047,46,0,83,2,46,0,37,36,0,0
9048,38,0,90,1,8,5,52,82,30,0
9049,37,0,77,0,-4,-10,41,83,42,0
9050,40,0,89,6,38,0,49,50,2,0
9051,44,1,80,0,44,13,36,36,0,0
9052,43,0,83,0,44,19,39,39,0,0
9053,46,3,81,0,44,-27,35,37,2,0
9054,41,3,102,0,42,6,61,60,0,0
9055,51,0,84,0,50,-15,33,35,2,0
9056,54,-3,81,3,54,0,27,27,0,0
9057,44,3,80,0,44,0,36,36,0,0
9058,37,0,76,0,26,5,39,50,12,0
9059,37,0,79,0,30,-12,43,48,6,0
9060,37,0,76,0,26,-21,39,50,10,0
9061,37,0,76,2,26,-16,40,50,10,0
9062,37,0,79,0,8,-3,42,71,28,0
9063,41,5,83,0,38,-17,41,44,2,0
9064,37,0,97,-3,34,8,60,64,4,0
9065,43,0,81,0,44,12,37,37,0,0
9066,45,-1,77,2,44,0,32,33,0,0
9067,49,3,88,0,50,8,39,39,0,0
9068,37,1,94,0,8,-5,57,86,30,0
9069,42,0,83,0,42,0,41,42,0,0
9070,55,-2,86,-1,54,0,31,32,0,0
9071,41,0,88,-2,38,-8,48,50,2,0
9072,53,0,85,0,54,6,32,31,0,0
9073,47,0,85,1,46,0,38,39,0,0
9074,41,-1,77,0,42,4,36,36,0,0
9075,55,-1,86,0,54,-4,31,32,2,0
9076,46,1,81,2,46,7,35,34,0,0
9077,37,0,83,0,30,-4,46,52,6,0
9078,37,0,78,0,12,-20,42,65,24,0
9079,37,-5,77,-2,34,-9,41,44,2,0
9080,56,4,81,0,54,-2,25,27,2,0
9081,49,0,106,-1,46,-14,58,60,2,0
9082,56,2,83,0,56,0,26,26,0,0
9083,43,-2,89,0,42,-8,46,48,2,0
9084,41,1,77,0,42,5,36,36,0,0
9085,51,0,86,-2,50,-23,36,37,2,0
9086,49,-1,86,-4,50,-5,37,37,0,0
9087,37,0,78,-2,20,-4,42,57,16,0
9088,48,-1,76,-1,46,-1,28,30,2,0
9089,37,0,81,0,28,3,44,52,8,0
9090,41,-2,77,0,42,15,37,36,0,0
9091,46,0,81,0,44,-27,35,37,2,0
9092,37,0,105,0,20,-20,68,84,16,0
9093,37,0,78,0,-4,-20,42,83,42,0
9094,37,0,78,1,2,0,41,75,34,0
9095,43,-4,85,0,42,0,42,44,2,0
9096,47,4,93,0,46,0,46,47,0,0
9097,37,0,75,0,18,-1,38,57,18,0
9098,53,1,81,0,54,28,28,27,0,0
9099,37,0,77,0,34,-30,40,43,2,0
9100,50,5,77,-1,50,0,26,28,2,0
9101,41,0,89,0,38,-8,48,50,2,0
9102,41,1,75,0,38,0,34,36,2,0
9103,53,0,86,0,54,4,32,32,0,0
9104,38,0,81,0,38,3,43,43,0,0
9105,42,0,86,3,42,0,44,44,0,0
9106,56,0,84,0,54,-17,28,30,2,0
9107,37,-1,76,4,26,-6,39,50,10,0
9108,41,1,86,0,42,16,45,45,0,0
9109,37,0,90,4,26,0,53,64,12,0
9110,41,-1,83,-2,38,-7,42,44,2,0
9111,53,0,79,0,54,5,26,24,0,0
9112,38,-5,77,0,38,0,39,38,0,0
9113,56,0,81,0,54,-8,25,26,2,0
9114,66,0,109,0,68,11,43,42,0,0
9115,42,0,86,1,42,0,44,45,0,0
9116,47,-1,82,0,46,0,35,35,0,0
9117,42,-4,86,0,42,0,43,44,2,0
9118,37,2,81,0,38,30,43,42,0,0
9119,47,-5,75,0,46,0,28,28,0,0
9120,37,0,81,0,36,-27,43,44,2,0
9121,45,-3,81,0,44,0,36,37,2,0
9122,43,0,84,-2,44,31,41,41,0,0
9123,43,-2,77,1,42,-12,34,36,2,0
9124,43,0,84,6,42,-4,41,43,2,0
9125,43,0,89,0,42,-4,46,48,2,0
9126,41,0,77,0,42,8,37,36,0,0
9127,37,0,104,0,28,14,67,76,8,0
9128,46,0,84,0,46,1,39,38,0,0
9129,46,1,76,0,46,14,30,30,0,0
9130,45,-5,82,0,44,0,37,38,2,0
9131,45,0,84,0,44,0,40,41,0,0
9132,46,3,83,0,46,5,37,36,0,0
9133,37,0,79,0,38,19,41,40,0,0
9134,37,0,80,-2,34,-1,43,46,2,0
9135,42,0,81,-4,42,0,39,40,2,0
9136,47,0,88,4,46,0,40,41,0,0
9137,45,0,83,0,46,23,37,36,0,0
9138,37,-8,106,-3,34,-6,69,72,4,0
9139,37,0,90,0,34,-5,53,57,4,0
9140,37,-1,77,0,0,0,40,77,36,0
9141,57,-4,87,0,56,0,30,30,0,0
9142,37,0,82,0,36,3,45,46,2,0
9143,45,0,84,-4,44,0,39,40,0,0
9144,37,0,83,0,0,-21,46,83,36,0
9145,56,2,86,6,56,8,31,30,0,0
9146,57,-1,83,0,56,0,26,26,0,0
9147,37,0,77,0,28,-18,40,48,8,0
9148,49,0,106,-2,50,18,57,57,0,0
9149,41,0,77,1,38,-29,36,39,2,0
9150,53,0,90,0,54,0,37,36,0,0
9151,56,0,97,0,56,25,41,40,0,0
9152,42,0,76,-5,42,0,34,35,2,0
9153,44,3,84,-1,44,12,41,41,0,0
9154,39,-4,76,0,-2,0,38,79,42,0
9155,53,0,103,0,52,-3,50,51,2,0
9156,43,0,78,0,44,31,35,34,0,0
9157,54,-4,79,0,54,0,25,24,0,0
9158,52,5,86,0,52,0,35,35,0,0
9159,38,0,80,0,38,0,42,41,0,0
9160,37,0,76,8,34,0,40,43,2,0
9161,37,0,83,0,-2,0,47,86,40,0
9162,42,0,108,5,42,0,67,67,0,0
9163,37,0,82,1,-2,6,45,85,40,0
9164,54,0,81,-3,54,0,27,26,0,0
9165,43,0,85,0,42,-1,42,44,2,0
9166,37,0,79,0,28,5,43,51,8,0
9167,42,2,79,3,42,0,37,38,0,0
9168,48,-4,84,0,46,0,37,38,2,0
9169,37,0,76,4,30,0,39,45,6,0
9170,37,0,78,-6,16,-6,41,63,22,0
9171,37,0,76,5,28,0,39,48,8,0
9172,37,0,78,0,18,2,42,60,18,0
9173,37,0,76,-1,30,-1,39,45,6,0
9174,37,0,78,0,10,18,42,68,26,0
9175,37,-1,75,-3,20,40,38,54,16,0
9176,56,0,97,1,54,0,40,42,2,0
9177,38,2,79,0,38,0,41,40,0,0
9178,39,3,106,0,38,0,66,67,0,0
9179,44,0,88,0,44,3,44,44,0,0
9180,37,0,102,5,28,0,65,73,8,0
9181,41,0,81,0,38,-1,40,42,2,0
9182,46,-2,90,0,46,4,44,44,0,0
9183,37,-1,81,-2,38,-6,43,42,0,0
9184,47,2,107,0,46,0,59,60,0,0
9185,43,5,108,0,42,0,65,67,2,0
9186,37,0,106,-2,34,1,68,72,4,0
9187,82,-1,86,0,-4,-8,3,91,88,0
9188,37,0,103,0,24,-7,66,80,14,0
9189,37,0,77,0,36,20,41,41,0,0
9190,53,0,86,0,52,-21,32,34,2,0
9191,46,-1,79,2,46,0,33,32,0,0
9192,51,0,86,0,52,13,35,35,0,0
9193,53,-1,80,-1,54,-1,27,26,0,0
9194,37,0,76,-1,36,0,39,40,0,0
9195,48,0,109,-1,46,0,61,62,2,0
9196,51,0,87,0,50,-14,36,38,2,0
9197,56,0,90,-6,56,0,33,33,0,0
9198,37,0,81,0,28,9,44,52,8,0
9199,37,0,79,0,10,9,42,68,26,0
9200,40,2,93,0,38,0,53,55,2,0
9201,40,3,78,0,38,0,38,39,2,0
9202,37,0,90,0,20,26,53,70,16,0
9203,37,-1,77,-3,20,-7,40,56,16,0
9204,37,0,79,0,24,-9,42,55,14,0
9205,41,0,86,-1,38,-7,46,48,2,0
9206,47,0,87,8,46,0,40,41,0,0
9207,41,-3,80,0,42,18,39,39,0,0
9208,47,1,78,2,46,0,31,32,0,0
9209,45,-1,79,0,44,-22,33,35,2,0
9210,51,0,86,0,52,7,36,35,0,0
9211,37,0,78,0,16,28,41,63,22,0
9212,42,2,81,0,42,0,39,40,2,0
9213,55,0,95,0,56,28,40,39,0,0
9214,44,4,81,0,44,10,37,37,0,0
9215,37,0,74,0,28,-1,37,46,8,0
9216,41,0,86,5,42,0,45,45,0,0
9217,47,1,95,-3,46,0,47,48,0,0
9218,46,1,83,0,44,-14,37,39,2,0
9219,81,0,85,0,-22,31,4,108,104,0
9220,37,0,77,0,18,-4,41,59,18,0
9221,41,-2,76,0,38,-19,35,37,2,0
9222,57,-3,106,-2,56,0,49,49,0,0
9223,51,0,86,0,52,6,35,35,0,0
9224,37,0,90,14,6,0,53,85,32,0
9225,37,0,80,0,30,6,43,49,6,0
9226,42,-3,86,1,42,0,44,45,2,0
9227,37,0,81,0,26,-14,44,55,10,0
9228,46,0,79,0,46,6,34,33,0,0
9229,37,0,77,0,0,-20,40,77,36,0
9230,45,-4,79,1,46,22,33,32,0,0
9231,46,4,87,0,46,0,41,41,0,0
9232,56,0,86,1,56,13,31,30,0,0
9233,46,0,86,4,46,0,41,40,0,0
9234,37,0,103,0,24,-25,66,80,14,0
9235,54,3,81,0,54,0,28,27,0,0
9236,45,1,83,0,44,-1,38,39,2,0
9237,45,0,84,2,44,0,40,41,0,0
9238,37,0,80,0,12,15,43,67,24,0
9239,37,0,93,0,12,23,56,81,24,0
9240,43,1,84,0,42,0,41,43,2,0
9241,37,0,97,0,34,9,60,64,4,0
9242,41,-3,84,0,42,0,43,43,0,0
9243,37,0,98,0,28,-21,61,70,8,0
9244,37,2,80,0,18,-11,43,62,20,0
9245,44,5,77,0,44,4,33,33,0,0
9246,37,0,97,0,20,-5,60,77,16,0
9247,37,0,80,0,18,6,43,62,18,0
9248,49,0,87,2,50,5,38,38,0,0
9249,46,0,80,0,46,18,34,34,0,0
9250,37,0,108,0,34,-7,71,75,4,0
9251,49,3,83,0,50,22,34,34,0,0
9252,37,0,77,0,28,-24,40,48,8,0
9253,38,5,94,0,34,0,56,61,4,0
9254,38,0,79,0,38,1,42,41,0,0
9255,53,0,84,0,54,1,32,30,0,0
9256,37,0,76,-3,26,2,39,50,12,0
9257,56,-4,81,0,56,2,25,24,0,0
9258,52,0,87,-2,52,0,35,35,0,0
9259,41,0,79,-2,42,6,38,37,0,0
9260,37,4,80,10,24,0,43,57,14,0
9261,40,5,86,0,38,0,46,48,2,0
9262,53,0,90,0,54,12,37,36,0,0
9263,44,0,86,0,44,9,43,42,0,0
9264,43,-2,85,0,42,-15,42,44,2,0
9265,53,4,81,0,54,3,27,26,0,0
9266,37,0,80,0,34,-5,43,46,4,0
9267,53,1,103,0,52,0,50,51,2,0
9268,51,0,88,2,52,0,36,36,0,0
9269,41,0,81,1,42,1,39,39,0,0
9270,37,0,90,0,24,9,52,66,14,0
9271,40,1,81,-3,38,0,41,42,2,0
9272,49,-3,84,0,50,7,36,35,0,0
9273,38,0,109,0,36,-23,72,73,2,0
9274,44,0,83,0,44,16,40,39,0,0
9275,46,4,86,0,46,-1,40,40,0,0
9276,45,0,78,0,44,-13,33,34,2,0
9277,37,0,78,0,26,-3,42,52,10,0
9278,46,0,93,8,46,0,48,47,0,0
9279,37,1,90,0,20,9,53,70,16,0
9280,45,0,76,3,44,0,32,32,0,0
9281,37,0,80,0,6,3,43,75,32,0
9282,45,-2,81,0,46,8,36,35,0,0
9283,41,4,81,0,42,3,40,40,0,0
9284,46,-1,77,0,46,5,31,30,0,0
9285,37,0,79,0,20,1,41,58,16,0
9286,37,0,76,0,34,4,39,43,4,0
9287,37,0,77,1,20,-6,40,56,16,0
9288,37,0,83,3,-2,0,46,85,40,0
9289,37,-2,109,0,36,0,72,73,0,0
9290,56,1,86,3,56,3,31,30,0,0
9291,54,3,89,0,54,0,35,35,0,0
9292,42,-4,76,0,42,0,33,34,2,0
9293,53,0,84,0,54,2,30,30,0,0
9294,50,4,85,0,50,0,36,36,0,0
9295,41,0,81,0,38,-29,40,43,2,0
9296,48,4,106,0,46,0,58,60,2,0
9297,43,0,89,-1,42,0,46,48,2,0
9298,51,1,83,0,52,16,31,31,0,0
9299,41,0,78,3,38,-19,37,39,2,0
9300,45,0,74,1,44,0,29,30,2,0
9301,43,0,77,-1,44,13,34,33,0,0
9302,53,-5,82,0,52,-20,29,30,2,0
9303,37,0,79,0,10,3,42,68,26,0
9304,37,-1,77,0,20,0,40,57,16,0
9305,41,-1,76,-2,42,0,35,35,0,0
9306,45,0,106,-1,44,-2,62,62,0,0
9307,105,0,106,-6,70,0,1,36,36,0
9308,37,0,76,0,34,-8,39,42,2,0
9309,37,0,77,0,0,16,41,77,36,0
9310,37,0,80,-1,12,-4,43,67,24,0
9311,37,0,101,1,28,-16,64,73,8,0
9312,37,2,81,0,36,-3,43,44,2,0
9313,44,0,87,0,44,22,43,43,0,0
9314,47,0,81,3,46,0,34,35,0,0
9315,56,1,82,0,56,3,26,25,0,0
9316,44,0,87,0,42,-26,43,46,2,0
9317,37,0,78,0,18,-9,42,60,18,0
9318,50,-5,77,1,50,0,28,28,0,0
9319,47,1,84,0,46,0,37,38,0,0
9320,37,0,79,-1,26,7,43,54,10,0
9321,55,0,81,-4,54,-3,25,26,2,0
9322,47,0,90,1,46,0,43,44,0,0
9323,40,0,86,-1,38,0,45,47,2,0
9324,52,4,86,0,52,0,34,35,0,0
9325,44,0,81,-2,44,6,37,37,0,0
9326,41,0,84,0,42,6,43,43,0,0
9327,45,0,88,-1,46,21,42,41,0,0
9328,41,0,76,0,42,19,35,35,0,0
9329,41,0,86,0,42,13,45,45,0,0
9330,46,0,76,4,44,-30,30,32,2,0
9331,37,0,79,0,30,23,42,48,6,0
9332,37,0,78,0,30,13,41,47,6,0
9333,37,0,105,0,30,-11,68,74,6,0
9334,41,1,79,0,42,7,38,38,0,0
9335,37,0,106,0,28,5,68,77,8,0
9336,37,0,103,0,18,-5,66,85,18,0
9337,37,0,77,0,24,-28,41,54,14,0
9338,50,4,80,0,50,0,30,31,2,0
9339,37,0,81,0,20,-2,44,60,16,0
9340,44,3,90,0,44,26,47,46,0,0
9341,49,0,81,0,46,-28,33,35,2,0
9342,41,0,79,0,42,3,38,37,0,0
9343,41,0,88,-5,38,-6,48,50,2,0
9344,54,3,78,0,54,0,24,24,0,0
9345,49,0,106,0,50,12,57,57,0,0
9346,37,0,77,0,28,942,40,48,8,0
9347,55,0,83,-2,54,0,28,29,0,0
9348,45,4,83,0,44,0,39,39,0,0
9349,44,0,84,0,44,5,41,41,0,0
9350,41,0,79,0,38,-15,39,41,2,0
9351,37,0,80,0,12,-6,43,67,24,0
9352,39,0,76,7,38,0,37,37,0,0
9353,37,-4,102,-1,34,0,65,69,4,0
9354,37,-1,77,-5,36,-8,40,41,0,0
9355,43,0,78,-2,42,-6,35,37,2,0
9356,42,0,86,-5,42,0,43,44,2,0
9357,37,0,76,0,30,7,40,45,6,0
9358,46,0,107,-3,46,1,61,60,0,0
9359,37,0,76,0,36,8,40,40,0,0
9360,51,0,78,0,50,-23,27,29,2,0
9361,49,5,85,0,50,30,36,36,0,0
9362,37,0,75,-1,34,0,38,41,2,0
9363,51,0,77,0,52,30,26,25,0,0
9364,45,-1,83,0,44,-3,37,39,2,0
9365,51,0,86,0,52,31,36,35,0,0
9366,51,0,83,0,52,19,32,31,0,0
9367,37,0,83,0,30,-6,46,52,6,0
9368,50,1,86,0,50,0,36,37,0,0
9369,49,0,88,0,46,-22,39,41,2,0
9370,46,0,88,5,46,0,42,42,0,0
9371,49,0,81,-1,50,-7,32,32,0,0
9372,45,1,87,3,44,0,42,43,2,0
9373,38,2,76,0,36,-27,38,40,2,0
9374,45,0,86,0,44,-30,40,42,2,0
9375,49,0,83,-1,50,20,34,34,0,0
9376,51,-5,82,0,50,-16,31,33,2,0
9377,42,0,81,0,42,102,39,40,0,0
9378,46,4,81,0,46,10,35,35,0,0
9379,47,4,81,2,46,0,34,35,0,0
9380,37,0,81,3,24,0,44,57,14,0
9381,37,0,106,0,24,-29,69,83,14,0
9382,41,0,88,0,42,24,48,47,0,0
9383,55,0,83,0,56,28,28,26,0,0
9384,41,1,76,0,38,-2,35,37,2,0
9385,37,-3,75,0,26,-2,38,49,10,0
9386,41,-2,88,0,42,16,47,46,0,0
9387,49,0,83,0,46,-20,34,36,2,0
9388,37,5,81,0,36,0,44,45,0,0
9389,46,0,84,0,46,5,39,38,0,0
9390,58,0,86,0,56,0,28,29,2,0
9391,44,-1,108,0,42,-24,64,66,2,0
9392,50,2,83,0,50,0,33,34,0,0
9393,49,0,106,0,46,-25,57,59,2,0
9394,52,0,79,0,52,0,27,27,0,0
9395,42,0,78,5,42,0,36,37,2,0
9396,37,0,104,0,20,14,67,84,16,0
9397,56,-3,86,0,56,3,31,30,0,0
9398,51,0,79,0,50,-10,28,30,2,0
9399,37,5,93,0,12,31,56,81,24,0
9400,53,5,84,0,52,-5,31,32,2,0
9401,56,0,97,3,54,0,41,43,2,0
9402,37,0,76,6,24,-16,39,52,14,0
9403,64,0,113,1,64,26,49,48,0,0
9404,43,-1,88,0,44,10,45,44,0,0
9405,45,0,84,0,46,21,39,38,0,0
9406,47,-1,83,-5,46,0,36,37,0,0
9407,47,-5,79,2,46,0,32,32,0,0
9408,44,0,83,0,42,-15,39,41,2,0
9409,44,0,83,0,44,10,39,39,0,0
9410,43,0,77,-1,42,-2,34,36,2,0
9411,54,-2,86,0,54,0,33,32,0,0
9412,48,-5,84,0,46,-5,36,38,2,0
9413,46,0,77,-7,46,3,31,30,0,0
9414,41,3,79,0,38,-22,38,40,2,0
9415,37,-1,104,0,24,2,67,80,14,0
9416,41,0,81,1,38,-7,40,42,2,0
9417,37,0,97,0,36,13,59,60,2,0
9418,45,1,92,-4,44,0,48,48,0,0
9419,46,-1,77,0,46,0,31,30,0,0
9420,37,0,84,0,28,19,47,55,8,0
9421,45,0,90,0,44,-5,45,46,2,0
9422,38,0,77,0,38,8,40,39,0,0
9423,41,-2,83,0,42,3,42,41,0,0
9424,51,1,86,-6,52,7,35,35,0,0
9425,46,1,83,5,44,-21,37,39,2,0
9426,39,0,85,-3,38,0,46,46,0,0
9427,37,0,97,0,30,-30,60,66,6,0
9428,37,0,77,0,20,20,41,57,16,0
9429,46,0,85,0,44,-27,39,41,2,0
9430,37,-3,80,0,36,-16,43,44,2,0
9431,58,-1,87,0,56,0,29,30,2,0
9432,53,4,78,0,54,7,25,24,0,0
9433,51,-1,78,0,52,4,27,26,0,0
9434,54,-2,83,0,54,0,28,28,0,0
9435,37,1,97,0,34,0,60,64,4,0
9436,46,0,81,-1,46,9,35,34,0,0
9437,40,3,90,0,38,0,50,51,2,0
9438,56,4,85,0,54,-9,29,31,2,0
9439,38,2,81,0,38,18,43,42,0,0
9440,101,-3,102,-4,72,0,1,29,28,0
9441,54,-1,81,0,54,0,27,26,0,0
9442,37,0,97,0,28,-14,60,69,8,0
9443,51,3,78,0,52,10,27,26,0,0
9444,37,0,81,0,-2,6,44,84,40,0
9445,47,-2,109,1,46,0,62,62,0,0
9446,49,5,86,-2,50,1,37,37,0,0
9447,45,0,82,4,44,0,37,38,2,0
9448,37,0,95,0,12,-8,58,82,24,0
9449,43,-1,77,-2,42,0,34,35,2,0
9450,37,0,78,0,10,9,41,68,26,0
9451,38,3,90,0,36,-9,52,53,2,0
9452,54,-1,83,0,54,0,29,29,0,0
9453,57,0,81,0,56,-1,24,24,0,0
9454,47,-2,83,0,46,0,37,37,0,0
9455,41,1,81,0,42,7,39,39,0,0
9456,37,0,75,0,36,12,37,39,2,0
9457,39,2,81,0,38,0,43,43,0,0
9458,37,0,77,0,-2,6,41,80,40,0
9459,37,0,76,-6,36,0,39,40,0,0
9460,56,0,82,0,56,28,26,25,0,0
9461,45,0,79,-1,44,-2,34,35,0,0
9462,105,5,106,4,70,0,1,36,36,0
9463,53,0,87,-1,52,-2,34,35,2,0
9464,55,2,77,0,54,0,23,23,0,0
9465,47,3,78,-6,46,0,31,32,0,0
9466,37,3,77,-4,36,0,40,41,0,0
9467,41,0,77,0,38,-15,37,39,2,0
9468,46,5,84,0,44,-16,38,40,2,0
9469,43,0,80,0,42,-5,37,39,2,0
9470,41,0,86,2,42,2,45,45,0,0
9471,45,0,89,8,44,-9,44,45,2,0
9472,37,0,81,0,12,7,45,68,24,0
9473,37,3,81,-5,-4,0,44,86,42,0
9474,40,0,84,6,38,0,44,45,2,0
9475,37,0,97,0,20,0,60,76,16,0
9476,46,1,81,0,46,1,35,34,0,0
9477,43,0,86,-6,42,0,43,45,2,0
9478,37,0,80,2,36,0,43,44,0,0
9479,81,0,86,1,-22,20,4,109,104,0
9480,51,3,85,0,50,-9,34,36,2,0
9481,42,4,93,0,42,0,51,52,2,0
9482,44,0,81,0,44,3,37,37,0,0
9483,42,0,78,-1,42,-2,36,37,2,0
9484,44,0,87,-6,44,2,43,43,0,0
9485,37,0,76,4,30,-10,40,45,6,0
9486,37,0,76,0,18,-23,40,58,18,0
9487,46,-1,76,0,46,0,30,29,0,0
9488,49,0,85,0,46,-13,36,39,2,0
9489,48,-4,88,0,46,0,40,42,2,0
9490,47,0,83,-2,46,0,36,36,0,0
9491,46,-5,82,0,46,0,36,35,0,0
9492,37,0,79,0,8,4,42,71,28,0
9493,55,0,95,0,54,-9,40,41,2,0
9494,53,1,80,0,52,-5,27,28,2,0
9495,41,0,76,0,38,-29,35,37,2,0
9496,37,0,76,0,28,16,39,48,8,0
9497,53,-2,81,0,54,4,28,27,0,0
9498,49,0,107,0,50,19,58,58,0,0
9499,50,-3,86,0,50,0,35,37,2,0
9500,45,1,79,0,44,-14,33,35,2,0
9501,53,2,79,0,54,3,25,24,0,0
9502,45,0,88,8,46,12,43,42,0,0
9503,48,-1,86,0,46,-6,37,39,2,0
9504,82,2,86,-1,-10,7,3,96,92,0
9505,37,0,77,0,28,-23,40,48,8,0
9506,43,0,81,0,42,-14,37,39,2,0
9507,52,0,86,3,52,0,34,34,0,0
9508,43,0,81,-2,42,-18,38,40,2,0
9509,56,0,86,0,56,7,31,30,0,0
9510,37,0,81,0,10,-6,45,71,26,0
9511,37,0,104,0,16,-16,67,88,22,0
9512,37,0,93,0,10,1,55,82,28,0
9513,58,-1,86,-2,56,-2,28,30,2,0
9514,56,1,86,0,56,12,31,30,0,0
9515,58,5,82,4,56,0,24,25,0,0
9516,50,-1,84,0,50,0,35,35,0,0
9517,37,0,78,0,8,-14,42,70,28,0
9518,37,0,76,0,28,29,39,47,8,0
9519,48,-2,81,-1,46,0,33,34,2,0
9520,52,-2,82,0,52,-1,29,30,0,0
9521,41,2,76,0,38,0,35,37,2,0
9522,39,-5,97,0,38,0,58,59,0,0
9523,55,2,88,0,54,0,32,33,2,0
9524,37,0,76,4,30,22,39,45,6,0
9525,59,0,108,0,56,-4,49,51,2,0
9526,37,0,93,0,10,-28,55,82,28,0
9527,37,0,79,0,6,-14,42,74,32,0
9528,37,0,81,-2,36,-17,43,44,2,0
9529,44,0,82,3,44,0,38,38,0,0
9530,37,0,77,0,18,21,40,59,18,0
9531,37,2,90,-3,6,0,53,85,32,0
9532,42,1,81,0,42,0,40,40,0,0
9533,37,0,82,-7,-4,0,45,87,42,0
9534,82,0,86,0,-40,10,4,128,124,0
9535,41,3,75,0,42,17,34,34,0,0
9536,37,0,77,0,20,19,41,57,16,0
9537,37,4,76,0,34,-29,39,42,4,0
9538,37,0,77,0,18,26,40,59,18,0
9539,43,0,88,-2,44,12,44,44,0,0
9540,37,0,78,0,20,-5,42,57,16,0
9541,55,5,86,0,54,0,30,32,2,0
9542,44,0,79,1,44,0,35,35,0,0
9543,53,3,88,0,54,4,35,34,0,0
9544,37,0,79,-5,26,0,42,54,12,0
9545,47,0,84,-4,46,0,38,38,0,0
9546,37,5,77,0,-22,27,40,101,60,0
9547,101,0,102,0,72,179,1,30,28,0
9548,56,2,97,0,54,0,41,42,2,0
9549,37,0,104,-1,28,7,67,75,8,0
9550,37,-1,81,-6,38,17,43,42,0,0
9551,56,0,86,0,56,21,31,30,0,0
9552,43,-1,83,0,42,0,40,41,2,0
9553,44,0,83,-2,44,3,39,39,0,0
9554,53,2,84,0,52,-13,32,33,2,0
9555,38,0,93,0,30,11,55,62,8,0
9556,37,0,105,-2,28,0,68,77,8,0
9557,37,0,77,0,34,15,40,43,4,0
9558,43,0,75,-2,42,0,32,34,2,0
9559,78,2,83,2,-42,-18,4,126,122,0
9560,56,0,91,0,56,9,35,34,0,0
9561,37,0,76,0,38,20,38,37,0,0
9562,56,5,91,0,56,7,35,34,0,0
9563,46,-1,88,0,46,0,42,42,0,0
9564,43,-1,82,0,42,-8,39,41,2,0
9565,45,0,74,-2,44,0,30,30,0,0
9566,44,0,79,0,44,20,35,35,0,0
9567,37,0,77,4,-12,-5,41,90,50,0
9568,38,1,76,0,38,18,38,37,0,0
9569,46,0,93,5,46,0,48,47,0,0
9570,38,0,77,0,38,0,39,39,0,0
9571,37,0,79,3,34,13,42,46,4,0
9572,37,0,76,-7,28,11,39,47,8,0
9573,37,0,79,-5,6,0,42,74,32,0
9574,37,0,76,-2,34,0,40,43,2,0
9575,61,-3,111,0,62,0,50,49,0,0
9576,45,-4,88,0,44,0,43,44,0,0
9577,43,0,76,8,42,-2,32,34,2,0
9578,42,3,79,0,42,2,37,37,0,0
9579,55,-1,91,0,54,0,36,37,0,0
9580,37,0,105,2,16,-21,68,89,22,0
9581,48,-5,81,0,46,-3,33,35,2,0
9582,42,0,81,4,42,0,39,39,0,0
9583,37,0,77,0,18,-27,41,59,18,0
